-9.885055656559109138e+01,-9.472946663224417989e+02
-9.311035517545246876e+01,-6.872109717040948453e+02
-9.176272575548452437e+01,-6.315720973638960913e+02
-9.161065077850133775e+01,-6.254195936735021633e+02
-9.147868215403831016e+01,-6.201011428473437945e+02
-9.094613020775625500e+01,-5.988328274395021253e+02
-9.004619880623560846e+01,-5.635952584478834524e+02
-8.876032774213393850e+01,-5.147625453450160649e+02
-8.554334820239731130e+01,-4.002533157217444568e+02
-8.499773256753458384e+01,-3.818968452034548591e+02
-8.440155492584375452e+01,-3.621864399926813576e+02
-8.421640257329514156e+01,-3.561384564817667524e+02
-7.707767498848836851e+01,-1.486493453236264486e+02
-7.604541728367546227e+01,-1.226510398873774648e+02
-7.601470216793899226e+01,-1.218924187197341098e+02
-7.564856167687210586e+01,-1.129154404379219159e+02
-7.334578865307597084e+01,-5.922277459491772333e+01
-7.327852303497701314e+01,-5.772526046278119338e+01
-7.204937977394874338e+01,-3.105827567522339905e+01
-7.149899714061987765e+01,-1.954222847727146473e+01
-7.096199561237335729e+01,-8.556738826520131624e+00
-6.582345624020493347e+01,8.441110596498549512e+01
-6.273467799170353487e+01,1.301510219950914689e+02
-6.137884985996775811e+01,1.479389205932910158e+02
-5.795794876221962255e+01,1.868677222011054937e+02
-5.759767615105160132e+01,1.904853182529284368e+02
-5.681604051338882044e+01,1.980261439169964319e+02
-5.600733107585534043e+01,2.053896690628370152e+02
-5.540682251595969632e+01,2.105726537302021484e+02
-5.538239429974458972e+01,2.107783992835676372e+02
-5.449175799224592254e+01,2.180102574825235706e+02
-5.182601791722654383e+01,2.365888372359405594e+02
-4.955037119639873566e+01,2.489421520704961495e+02
-4.634887232272144786e+01,2.611389410138324934e+02
-4.526966169009769203e+01,2.639456202158090719e+02
-3.938363323973734964e+01,2.685076366485266703e+02
-3.749733727210069389e+01,2.663864828621683500e+02
-3.732602372631434662e+01,2.661132891570267702e+02
-3.655759482317839826e+01,2.647269413978381181e+02
-3.628964799972036559e+01,2.641823131674192950e+02
-3.438174642755834043e+01,2.594136203528978513e+02
-3.128930744825740362e+01,2.485294092537615995e+02
-2.927544702368389551e+01,2.394876160136325041e+02
-2.891053809529924479e+01,2.376938326375847623e+02
-2.705109220464191822e+01,2.278478454306587082e+02
-2.257924235077477704e+01,1.997186439413038386e+02
-2.187425362202139922e+01,1.947617721773455060e+02
-1.996979990197687016e+01,1.807304905737889840e+02
-1.831957094049643331e+01,1.678658079926666744e+02
-1.382469565281421353e+01,1.299434315386264984e+02
-8.131618747522622925e+00,7.723419746589311785e+01
-3.823189264758369177e+00,3.511866556661232863e+01
2.926422623325720451e+00,-3.221495915782963948e+01
6.246279458640373150e+00,-6.497928642000439936e+01
6.701343436508324203e+00,-6.941603725172080885e+01
7.906453154165873798e+00,-8.108228631927261176e+01
8.411859942116976185e+00,-8.593523924233265632e+01
1.095032100776379025e+01,-1.098891053360846399e+02
1.284615488090652491e+01,-1.272382112828475016e+02
1.364529860828244523e+01,-1.343902552905503853e+02
1.589266660579849599e+01,-1.539236843458013482e+02
1.773755902814559704e+01,-1.692458352536704638e+02
1.831793531745475434e+01,-1.739198603676815367e+02
1.922848667990936633e+01,-1.811029627610141119e+02
2.165244632599350894e+01,-1.992687811874948807e+02
2.313072518737872940e+01,-2.096094704135747406e+02
2.559757064563579831e+01,-2.254963497222285014e+02
2.850001654517146221e+01,-2.417830599130821838e+02
3.033312609643573410e+01,-2.506043408221778179e+02
3.144834695050545292e+01,-2.553776318043451283e+02
3.218018612104947351e+01,-2.582561087490879572e+02
3.655794763869371877e+01,-2.709949345150124032e+02
4.045015353327298158e+01,-2.752948672999448263e+02
4.211478995833931549e+01,-2.749310046554367659e+02
4.451215368367107317e+01,-2.719329765840270738e+02
4.666043033505300741e+01,-2.666442408443666636e+02
4.912760304076587659e+01,-2.573763419194486914e+02
5.024460891482655711e+01,-2.520114281703784229e+02
5.139202604334928992e+01,-2.457172681063675554e+02
5.354968900994646219e+01,-2.316687700128263714e+02
5.606290374278506761e+01,-2.115264155114411437e+02
5.770537791490522750e+01,-1.960792663700968319e+02
5.922753120288354012e+01,-1.800975350731707749e+02
5.977008376136330980e+01,-1.740052688352494670e+02
6.060621280646802234e+01,-1.642024993609260832e+02
6.372026403727537058e+01,-1.231654535292909713e+02
6.507388241368815329e+01,-1.030372363022247555e+02
6.875884949745480412e+01,-4.090793064033880455e+01
6.899798394903524468e+01,-3.649550049844401656e+01
7.127079485261384661e+01,7.827838197858795866e+00
7.175597365894532231e+01,1.785687216524490850e+01
7.463000480839266970e+01,8.146715253432114423e+01
7.472867618291485314e+01,8.378070936811434422e+01
7.938151597181766306e+01,2.029880487204144401e+02
8.658003682755770569e+01,4.284757304489578473e+02
8.664356999990897634e+01,4.306989026952091990e+02
8.672800276326441349e+01,4.336598938291713239e+02
9.195411649543311228e+01,6.316602931258889839e+02
9.253067504271382404e+01,6.553186092853507034e+02
9.887986670793071653e+01,9.407656208883905720e+02
